course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude,census_name,raw_acres,dist_meters,final_acres,census_acres
Fig Garden Golf Club,7700 N Van Ness Blvd,Fresno,CA,93711-0436,Public,18 Holes,(559) 439-2928,-119.834921,36.849835,Figarden Golf Course,174.2585687,0,174.2585687,NA
San Joaquin Country Club,3484 W Bluff Ave,Fresno,CA,93711-0105,Private,18 Holes,(559) 439-3359,-119.852113,36.850027,San Joaquin Country Club,182.8376727,0,182.8376727,NA
Copper River Country Club,11500 N Friant Rd,Fresno,CA,11500,Private,18 Holes,(559) 434-5255,-119.76126,36.900948,Fort Washington Golf and Country Club,126.6330838,1411.182737,0.34871031,NA
River Park Golf Center,41445 Avenue 9,Fresno,CA,41445,Public,9 Holes,(559) 448-9467,-119.794424,36.880965,Fort Washington Golf and Country Club,126.6330838,2589.503864,0.639879352,NA
Brighton Crest Country Club,21722 Fairway Oaks Ln,Friant,CA,21722,Public,18 Holes,(559) 299-8586,-119.644588,36.981237,Fort Washington Golf and Country Club,126.6330838,14356.03703,3.54744853,NA
Fullerton Golf Course,2700 N Harbor Blvd,Fullerton,CA,92835-2603,Public,18 Holes,(714) 578-9201,-117.9291,33.900365,Fullerton Golf Course,119.6389735,66.87857083,119.6389735,NA
Coyote Hills Golf Club,1440 E Bastanchury Rd,Fullerton,CA,92835-2822,Public,18 Holes,(714) 672-6800,-117.905406,33.899358,Coyote Hills Golf Course,191.8359874,0,191.8359874,NA
Dry Creek Ranch Golf Course,809 Crystal Way,Galt,CA,95632-8435,Public,18 Holes,(209) 745-2330,-121.287651,38.248269,Elkhorn Golf Course,125.6558987,21453.5247,5.301273222,NA
Benbow Valley Resort Country Club,7000 Benbow Dr,Garberville,CA,95542-3603,Public,9 Holes,(866) 236-2697,-123.785859,40.068345,Benbow Valley Golf Course,36.72631198,0,36.72631198,NA
Golden Era Golf Course,19871 US Highway 79,Gilman Hot Springs,CA,19871,Semi Private,9 Holes,(951) 654-0130,-116.975069,33.82397,Gilman Springs Golf Resrt,376.716112,0,376.716112,NA
Gilroy Golf Course,2695 Hecker Pass Rd,Gilroy,CA,95020-9402,Public,9 Holes,(408) 848-0490,-121.620391,37.011983,Gilroy Golf Course,99.36834577,0,99.36834577,NA
Eagle Ridge Golf Club,2951 Club Dr,Gilroy,CA,95020-3043,Public,18 Holes,(877) 813-2453,-121.610703,37.000636,Gilroy Golf Course,99.36834577,1459.434133,0.360633471,NA
Gavilian Golf Course,5055 Santa Teresa Blvd,Gilroy,CA,95020-9578,Public,9 Holes,(408) 846-4920,-121.56489,36.971175,Gilroy Golf Course,99.36834577,6614.920649,1.634579967,NA
Chevy Chase Country Club,3067 E Chevy Chase Dr,Glendale,CA,91206-1900,Semi Private,9 Holes,(818) 246-5566,-118.203555,34.169841,Chevy Chase Country Club,45.49905195,19.2384178,45.49905195,NA
Scholl Canyon Golf Course,3800 E Glenoaks Blvd,Glendale,CA,91206-3128,Municipal,18 Holes,(818) 243-4100,-118.200882,34.160907,Scholl Canyon Golf Course and Tennis Com,58.89285347,0,58.89285347,NA
Oakmont Country Club,3100 Country Club Dr,Glendale,CA,91208-1714,Private,18 Holes,(818) 542-4292,-118.234763,34.193458,Oakmont Country Club,112.2218315,0,112.2218315,NA
Glenoaks Golf Course,200 W Dawson Ave,Glendora,CA,91740-5015,Public,9 Holes,(626) 335-7565,-117.86619,34.117422,Glenoaks Golf Course,27.90407719,0,27.90407719,NA
Glendora Country Club,310 Amelia Ave,Glendora,CA,91741-4005,Private,18 Holes,(626) 335-4051,-117.820367,34.132412,Glendora Country Club,109.7154206,0,109.7154206,NA
Twin Lakes Golf Course,6034 Hollister Ave,Goleta,CA,93117-3218,Public,9 Holes,(805) 964-1414,-119.831574,34.435998,Twin Lakes Golf Course,12.71885708,97.67092235,12.71885708,NA
Ocean Meadows Golf Course,6925 Whittier Dr,Goleta,CA,93117-4003,Public,9 Holes,(805) 968-6814,-119.87081,34.422385,Ocean Meadows Golf Course,90.73402901,8.675647755,90.73402901,NA
Glen Annie Golf Club,405 Glen Annie Rd,Goleta,CA,93117-1427,Public,18 Holes,(805) 968-6400,-119.876867,34.449445,Glen Annie Golf Club,145.9722854,543.0472644,0.134189694,NA
Graeagle Meadows Golf Course,6984 Highway 89,Graeagle,CA,96103,Public,18 Holes,(530) 836-2323,-120.616409,39.7643,Tahoe Donner Golf Course,422.5374389,55086.26294,13.612091,NA
Knollwood Golf Club,12040 Balboa Blvd,Granada Hills,CA,12040,Municipal,18 Holes,(818) 831-1366,-118.501645,34.289246,Knollwood Country Club,149.6616502,110.1308858,149.6616502,NA
Granite Bay Golf Club,9600 Golf Club Dr,Granite Bay,CA,95746-6721,Semi Private,18 Holes,(916) 791-5379,-121.19486,38.724564,Auburn Valley Golf Club,168.4474481,30946.3801,7.647005254,NA
Rolling Greens Golf Course,5572 Eureka Rd,Granite Bay,CA,95746-8923,Public,9 Holes,(916) 797-9986,-121.197104,38.736127,Auburn Valley Golf Club,168.4474481,29696.08477,7.338051027,NA
Nevada County Country Club,1040 E Main St,Grass Valley,CA,95945-5708,Public,9 Holes,(530) 273-6436,-121.049969,39.229808,Nevada County Country Club,59.73801325,0,59.73801325,NA
Alta Sierra Country Club Inc,11897 Tammy Way,Grass Valley,CA,11897,Public,18 Holes,(530) 273-2010,-121.048564,39.135097,Nevada County Country Club,59.73801325,10367.04304,2.561748172,NA
Quail Valley Country Club,12594 Auburn Rd,Grass Valley,CA,12594,Public,9 Holes,(530) 274-1340,-121.082671,39.189186,Nevada County Country Club,59.73801325,5044.420642,1.246501563,NA
Pine Mountain Lake Country Club,12765 Mueller Dr,Groveland,CA,12765,Public,18 Holes,(209) 962-8620,-120.221834,37.854372,Lake Don Pedro Golf Course,69.10874669,26730.7346,6.605298172,NA
Pismo State Beach Golf Course,Just Off of LaSage Drive,Grover Beach,CA,93433,Municipal,9 Holes,(805) 481-5215,-120.633468,35.123481,Pismo State Beach Golf Course,44.05977866,0,44.05977866,NA
Wildwood Mobile Country Club,901 6th Ave,Hacienda Heights,CA,91745-1213,Semi Private,9 Holes,(626) 968-2338,-117.989637,34.02527,Friendly Hills Country Club,132.3435135,6577.696718,1.625381747,NA
Half Moon Bay Golf Links,2 Miramontes Point Rd,Half Moon Bay,CA,94019-2377,Public,18 Holes,(650) 726-4438,-122.426848,37.425244,Half Moon Bay Golf Links,291.8016917,663.0068306,0.163832303,NA
Kings Country Club,3529 12th Ave,Hanford,CA,93230-9608,Private,9 Holes,(559) 582-0740,-119.672591,36.419558,Lemoore Golf Course,74.78282015,17260.577,4.265174879,NA
Lakeview Golf Course,8945 Hanford Armona Rd,Hanford,CA,93230-9344,Public,9 Holes,(559) 583-7888,-119.617293,36.313335,Lemoore Golf Course,74.78282015,14874.82846,3.675644487,NA
Skywest Golf Course,1401 Golf Course Rd,Hayward,CA,94541-4695,Municipal,18 Holes,(510) 317-2300,-122.131975,37.663067,Skywest Golf Course,148.7049046,0,148.7049046,NA
Mission Hills of Hayward Golf Course,275 Industrial Pkwy,Hayward,CA,94544-6684,Municipal,9 Holes,(510) 888-0200,-122.049282,37.6276,Skywest Golf Course,148.7049046,7719.250914,1.907465497,NA
TPC Stonebrae,222 Country Club Dr,Hayward,CA,94542-7927,Semi Private,18 Holes,(510) 728-7878,-122.000602,37.646024,Castlewood Country Club,124.7454325,9285.272802,2.294437336,NA
Tayman Park Golf Course,927 S Fitch Mountain Rd,Healdsburg,CA,95448-4609,Municipal,9 Holes,(707) 433-4275,-122.855022,38.612556,Tayman Park Municipal Golf Course,66.42978884,0,66.42978884,NA
Silver Lakes Country Club,14818 Clubhouse Drive,Helendale,CA,14818,Private,36 Holes,(760) 245-7435,-117.341295,34.755092,Silver Lakes Golf Course,221.6753633,31.85895536,221.6753633,NA
Echo Hills Golf Club,545 E Thornton Ave,Hemet,CA,92543-8040,Public,9 Holes,(951) 652-2203,-116.966245,33.72568,Echo Hills Golf Course,28.1974066,0,28.1974066,NA
Colonial Country Club,601 N Kirby St,Hemet,CA,92545-5902,Private,18 Holes,(951) 925-2664,-116.998038,33.756426,Echo Hills Golf Course,28.1974066,4441.277246,1.097461814,NA
Panorama Village Golf Course,1401 Teakwood Pl,Hemet,CA,92543-5733,Private,9 Holes,(951) 658-1832,-116.985839,33.739528,Echo Hills Golf Course,28.1974066,2302.224218,0.568891115,NA
Hemet West Mobile Estates,5001 W Florida Ave,Hemet,CA,92545-3802,Semi Private,9 Holes,(909) 925-2575,-117.024522,33.74376,Echo Hills Golf Course,28.1974066,5664.596196,1.399750043,NA
Diamond Valley Country Club,31220 Sage Rd,Hemet,CA,31220,Public,18 Holes,(951) 767-0828,-116.968235,33.670922,Echo Hills Golf Course,28.1974066,5770.65804,1.425958455,NA
Hemet Golf Club,7575 World Cup Ave,Hemet,CA,92545-3425,Public,18 Holes,(951) 926-4653,-117.050901,33.750983,Highland Palm Golf Course,25.19687304,6466.258624,1.597844837,NA
Seven Hills Golf Course,1537 S Lyon Ave,Hemet,CA,92543-7858,Public,18 Holes,(951) 925-4815,-116.989103,33.722137,Echo Hills Golf Course,28.1974066,2030.665446,0.501787585,NA
Franklin Canyon Golf Course,Highway 4,Hercules,CA,94572,Public,18 Holes,(510) 799-6191,-122.215913,38.006951,Franklin Canyon Golf Coarse,171.3766846,0,171.3766846,NA
Hesperia Golf & Country Club,17970 Bangor Ave,Hesperia,CA,17970,Public,18 Holes,(760) 244-9301,-117.269491,34.408323,Hesperia Golf and Country Club,161.931877,27.17130203,161.931877,NA
Hidden Valley Lake Golf & Country Club,19210 Hartmann Rd,Hidden Valley Lake,CA,19210,Public,18 Holes,(707) 987-3035,-122.555156,38.796406,Hoberg Forest Lake Golf Course,38.1497865,14199.76005,3.508831706,NA
Burlingame Country Club,80 New Place Rd,Hillsborough,CA,94010-6446,Private,18 Holes,(650) 343-1843,-122.369115,37.568214,Burlingame Country Club,109.0684103,0,109.0684103,NA
Ridgemark Golf & Country Club Resort,3800 Airline Hwy,Hollister,CA,95023-9703,Public,36 Holes,(831) 634-2222,-121.362625,36.815947,Ridgemark Golf,196.9674702,0,196.9674702,NA
San Juan Oaks Golf Club,3825 Union Rd,Hollister,CA,95023-9135,Public,18 Holes,(800) 453-8337,-121.457107,36.839799,Ridgemark Golf,196.9674702,7724.343783,1.90872397,NA
Barbara Worth Resort,2050 Country Club Dr,Holtville,CA,92250-9609,Public,18 Holes,(760) 356-5800,-115.421775,32.800604,Broken Spoke Country Club,59.98585673,11848.02232,2.927705556,NA
Highland Palms Mobil Homes,30777 Butia Palm Dr,Homeland,CA,30777,Private,9 Holes,(951) 926-3952,-117.122902,33.741337,Highland Palm Golf Course,25.19687304,282.6823655,25.19687304,NA
Meadowlark Golf Course,16782 Graham St,Huntington Beach,CA,16782,Municipal,18 Holes,(714) 846-1364,-118.032672,33.718787,Meadowlark Golf Course,98.80970774,0,98.80970774,NA
SeaCliff Country Club,6501 Palm Ave,Huntington Beach,CA,92648-2611,Semi Private,18 Holes,(714) 536-7575,-118.01927,33.674634,Huntington Seacliff Country Club,143.4989393,0,143.4989393,NA
Indian Wells Golf Resort,44500 Indian Wells Ln,Indian Wells,CA,44500,Municipal,36 Holes,(760) 346-4653,-116.329679,33.723632,Woodhaven Country Club,151.328783,2722.042099,0.672630213,NA
Desert Horizons Country Club,44900 Desert Horizons Dr,Indian Wells,CA,44900,Private,18 Holes,(760) 340-4646,-116.34658,33.724035,Woodhaven Country Club,151.328783,3815.243925,0.94276585,NA
Eldorado Country Club,46000 E Eldorado Dr,Indian Wells,CA,46000,Private,18 Holes,(760) 346-8081,-116.340204,33.712532,La Quinta Country Club,142.4173397,4003.690624,0.989331972,NA
The Reserve Club,49400 Desert Butte Trl,Indian Wells,CA,49400,Private,18 Holes,(760) 674-2240,-116.364779,33.689822,Big Horn Golf Club,46.51920456,4156.560415,1.027106861,NA
The Vintage Club,75001 Vintage Dr W,Indian Wells,CA,75001,Private,36 Holes,(760) 862-2076,-116.356456,33.711015,La Quinta Country Club,142.4173397,5204.442788,1.286043835,NA
Toscana Country Club,76009 Via Club Villa,Indian Wells,CA,76009,Private,27 Holes,(760) 404-1457,-116.338403,33.737307,Woodhaven Country Club,151.328783,2475.587107,0.611729952,NA
Indian Wells Country Club,46000 Club Dr,Indian Wells,CA,46000,Semi Private,36 Holes,(760) 345-2561,-116.326851,33.713336,La Quinta Country Club,142.4173397,3111.706444,0.768918221,NA
Indio Golf Course,83040 Avenue 42,Indio,CA,83040,Municipal,18 Holes,(760) 347-9156,-116.213902,33.744241,Rancho la Quinta Country Club,6.431160487,7252.680152,1.792173529,NA
The Plantation Golf Course,50994 Monroe St,Indio,CA,50994,Private,18 Holes,(760) 775-3688,-116.233774,33.67857,Rancho la Quinta Country Club,222.4207811,3657.973116,0.903903447,NA
Outdoor Resort Indio,80394 Avenue 48,Indio,CA,80394,Semi Private,18 Holes,(800) 892-2992,-116.260707,33.700118,Rancho la Quinta Country Club,6.431160487,877.0665815,0.216727538,NA
Rancho Casa Blanca,84136 Avenue 44,Indio,CA,84136,Semi Private,18 Holes,(760) 775-7116,-116.196985,33.729495,Rancho la Quinta Country Club,6.431160487,7576.4644,1.872182235,NA
Golf Club At Terra Lago,84000 Landmark Pkwy,Indio,CA,84000,Public,36 Holes,(760) 775-2000,-116.185803,33.741348,Rancho la Quinta Country Club,6.431160487,9122.36084,2.254180975,NA
Eagle Falls Golf Course,84245 Indio Springs Dr,Indio,CA,84245,Public,18 Holes,(760) 238-5633,-116.193209,33.721823,Rancho la Quinta Country Club,6.431160487,7557.975485,1.867613532,NA
Heritage Palms Golf Club,44291 Heritage Palms Dr S,Indio,CA,44291,Public,18 Holes,(760) 772-7334,-116.262869,33.72823,Rancho la Quinta Country Club,6.431160487,3311.560221,0.818303088,NA
Indian Palms Country Club & Resort,48630 Monroe St,Indio,CA,48630,Public,54 Holes,(760) 775-4444,-116.23372,33.695897,Rancho la Quinta Country Club,222.4207811,3335.420545,0.824199094,NA
Indian Springs Golf & Country Club,79940 Westward Ho Dr,Indio,CA,79940,Public,18 Holes,(760) 200-8988,-116.270076,33.714784,Rancho la Quinta Country Club,6.431160487,1728.863986,0.427210935,NA
Shadow Hills Golf Club,80875 Avenue 40,Indio,CA,80875,Public,27 Holes,(760) 200-3375,-116.253783,33.758218,Del Webb's Golf Course,159.7968405,3727.583722,0.921104576,NA
Castle Oaks Golf Club,1000 Castle Oaks Drive,Ione,CA,95640,Public,18 Holes,(209) 274-0167,-120.952911,38.361604,La Contenta Lakes Golf,148.8842702,22768.85266,5.626297336,NA
Rancho San Joaquin Golf Course,1 Ethel Coplen Way,Irvine,CA,92612-1716,Public,18 Holes,(949) 451-0840,-117.831235,33.663948,Golfcourse,144.7301093,14.02073432,144.7301093,NA
Oak Creek Golf Club,1 Golf Club Dr,Irvine,CA,92618-5210,Public,18 Holes,(949) 653-5300,-117.771466,33.675573,Oak Creek Golf Course,194.0307505,0,194.0307505,NA
Shady Canyon Golf Club,100 Shady Canyon Dr,Irvine,CA,92603-0301,Private,18 Holes,(949) 856-7000,-117.795773,33.633069,Golfcourse,144.7301093,4185.042601,1.034144952,NA
Strawberry Farms Golf Club,11 Strawberry Farm Rd,Irvine,CA,92612-2300,Public,18 Holes,(949) 551-1811,-117.796399,33.649651,Golfcourse,144.7301093,3122.331813,0.771543803,NA
Steele Canyon Golf Club,3199 Stonefield Dr,Jamul,CA,91935-1527,Public,36 Holes,(619) 441-6900,-116.894093,32.743198,Eastlake Country Club,319.6268525,11892.97915,2.938814613,NA
Buckingham Golf & Country Club,2855 Eastlake Dr,Kelseyville,CA,95451-9031,Public,9 Holes,(707) 279-4863,-122.752037,39.0011,Hoberg Forest Lake Golf Course,38.1497865,19716.16825,4.871963756,NA
Konocti Hills Country Club,10200 Fairway Dr,Kelseyville,CA,10200,Public,9 Holes,(707) 277-7575,-122.718941,38.951064,Hoberg Forest Lake Golf Course,38.1497865,13973.46459,3.452912967,NA
Javier's Fresno West Golf & Country Club,23986 W Whitesbridge Ave,Kerman,CA,23986,Public,18 Holes,(559) 846-8655,-120.221975,36.734539,Whites Bridge Country Club,146.8945103,0,146.8945103,NA
Kern Valley Golf & Country Club,9472 Burlando Road,Kernville,CA,93238,Public,9 Holes,(760) 376-2828,-118.388738,35.758688,Rio Bravo Ranch Golf and Tennis Clb,147.216371,55857.31518,13.80262187,NA
King City Golf Course,613 S Vanderhurst Ave,King City,CA,93930-3023,Municipal,9 Holes,(831) 385-4546,-121.12283,36.206392,King City Municipal Golf Course,56.26499008,0,56.26499008,NA
Old Brockway Golf Club,7900 North Lake Blvd,Kings Beach,CA,96143,Public,9 Holes,(530) 546-9909,-120.033641,39.238911,Ponderosa Golf Course,54.62703572,14202.87366,3.509601095,NA
Kings River Golf & Country Club,3100 Avenue 400,Kingsburg,CA,93631-8805,Private,27 Holes,(559) 897-5661,-119.505439,36.518027,Valley Oaksgolf Crs,255.9886464,23681.82881,5.851898307,NA
La Canada Flintridge Country Club,5500 Godbey Dr,La Canada,CA,91011-1836,Semi Private,18 Holes,(818) 790-0611,-118.187142,34.214706,La Canada Flintridge Golf Course,74.42223029,0,74.42223029,NA
Lake Don Pedro Golf and Country Club,9643 Fachada Way,La Grange,CA,95329-8613,Public,18 Holes,(209) 852-0404,-120.35463,37.633696,Lake Don Pedro Golf Course,69.10874669,44.3606238,69.10874669,NA
Westridge Golf Club,1400 S La Habra Hills Dr,La Habra,CA,90631-6998,Public,18 Holes,(562) 690-4200,-117.965068,33.915094,Los Coyotes Country Club,229.839954,2218.878831,0.548296054,NA
Hacienda Golf Club,718 East Rd,La Habra Heights,CA,90631-8155,Private,18 Holes,(562) 694-1081,-117.947365,33.960161,Hacienda Golf Club,222.9708488,0,222.9708488,NA
La Jolla Beach & Tennis Club,2000 Spindrift Dr,La Jolla,CA,92037-3237,Semi Private,18 Holes,(858) 454-7126,-117.260794,32.852141,Spindrift Golf Course,14.72285209,131.9253356,14.72285209,NA
La Jolla Country Club,7301 High Ave,La Jolla,CA,92037-5210,Private,18 Holes,(858) 454-9601,-117.269581,32.837455,La Jolla Country Club,135.5589448,0,135.5589448,NA
Torrey Pines Golf Course,11480 N Torrey Pines Rd,La Jolla,CA,11480,Municipal,36 Holes,(800) 985-4653,-117.243433,32.904429,Torrey Pines Golf Course,361.8200171,110.7924659,361.8200171,NA
Sun Valley Fairways,5080 Memorial Dr,La Mesa,CA,91941-3847,Public,9 Holes,(619) 466-6102,-117.016036,32.770602,Mission Trails Golf Course,140.7439742,3243.353437,0.801448851,NA
La Mirada Golf Course,15501 Alicante Rd,La Mirada,CA,15501,Municipal,18 Holes,(562) 943-7123,-118.000681,33.902697,Buena Park Golf Ctr,29.32283705,1617.81619,0.39977047,NA
La Quinta Country Club,77750 Avenue 50,La Quinta,CA,77750,Private,18 Holes,(760) 564-4151,-116.306885,33.68497,La Quinta Country Club,142.4173397,15.68879112,142.4173397,NA
La Quinta Resort Golf Course,50200 Avenida Vista Bonita,La Quinta,CA,50200,Public,36 Holes,(760) 564-7610,-116.312102,33.685763,La Quinta Country Club,142.4173397,484.7167125,142.4173397,NA
Rancho La Quinta Golf Course,79301 Cascadas Cir,La Quinta,CA,79301,Private,36 Holes,(760) 777-7799,-116.280807,33.697667,Rancho la Quinta Country Club,222.4207811,82.36921785,222.4207811,NA
SilverRock Resort,79600 Avenue 54,La Quinta,CA,79600,Municipal,18 Holes,(888) 600-7272,-116.275432,33.656541,Rancho la Quinta Country Club,222.4207811,3326.348572,0.821957364,NA
Mountain View Country Club,80375 Pomelo,La Quinta,CA,80375,Private,18 Holes,(760) 771-4311,-116.262426,33.679659,Rancho la Quinta Country Club,222.4207811,1522.395204,0.376191467,NA
The Hideaway Golf Club,80440 Hideaway Club Ct,La Quinta,CA,80440,Private,36 Holes,(760) 777-7400,-116.262918,33.665844,Rancho la Quinta Country Club,222.4207811,2708.032849,0.669168457,NA
The Madison Club,53035 Meriwether Way,La Quinta,CA,53035,Private,18 Holes,(760) 391-4500,-116.241017,33.67089,Rancho la Quinta Country Club,222.4207811,3550.241769,0.877282492,NA
The Palms Golf Club,57000 Palms Dr,La Quinta,CA,57000,Private,18 Holes,(760) 771-2606,-116.241629,33.63695,Rancho la Quinta Country Club,222.4207811,6477.056698,1.600513095,NA
The Quarry at LaQuinta,1 Quarry Ln,La Quinta,CA,92253-8004,Private,18 Holes,(760) 777-1100,-116.273546,33.623942,La Quinta Country Club,31.86667991,6767.501185,1.67228338,NA
Tradition Golf Club,78505 Old Avenue 52,La Quinta,CA,78505,Private,27 Holes,(760) 564-1067,-116.29413,33.674028,La Quinta Country Club,31.86667991,903.8166905,0.223337623,NA
Andalusia At Coral Mountain,58830 Marbella St,La Quinta,CA,58830,Semi Private,18 Holes,(800) 773-9310,-116.26814,33.672878,Rancho la Quinta Country Club,222.4207811,1788.659465,0.441986697,NA
La Quinta Golf Course Citrus,50503 Mandarina,La Quinta,CA,50503,Semi Private,18 Holes,(760) 564-7620,-116.27073,33.680552,Rancho la Quinta Country Club,222.4207811,964.3587644,0.238297872,NA
PGA West Private Golf Courses,55955 Pga Blvd,La Quinta,CA,55955,Semi Private,54 Holes,(760) 564-7111,-116.265134,33.643505,Rancho la Quinta Country Club,222.4207811,4933.909792,1.219193779,NA
Greg Norman Course,81405 Kingston Heath,La Quinta,CA,81405,Public,18 Holes,(760) 564-3900,-116.244385,33.647009,Rancho la Quinta Country Club,222.4207811,5402.203318,1.334911451,NA
Palm Royale Country Club,78259 Indigo Dr,La Quinta,CA,78259,Public,18 Holes,(760) 345-9701,-116.299741,33.727854,Woodhaven Country Club,151.328783,1791.977628,0.442806632,NA
PGA West Stadium Clubhouse,56150 Pga Blvd,La Quinta,CA,56150,Public,36 Holes,(760) 564-7170,-116.260362,33.640535,Rancho la Quinta Country Club,222.4207811,5380.255156,1.32948795,NA
Golf Club At LaQuinta,60151 Trilogy Pkwy,La Quinta,CA,60151,Public,18 Holes,(760) 771-0707,-116.241826,33.609979,Rancho la Quinta Country Club,222.4207811,9161.459123,2.263842357,NA
Marshall Canyon Golf Course,6100 Stephens Ranch Rd,La Verne,CA,91750-1135,Municipal,18 Holes,(909) 593-8211,-117.754043,34.147897,Marshall Canyon Golf Course,72.21550596,0,72.21550596,NA
Sierra La Verne Country Club,6300 Country Club Dr,La Verne,CA,91750-1408,Semi Private,18 Holes,(909) 596-2100,-117.766883,34.138488,Siera la Verne Country Club,91.52926562,16.04016248,91.52926562,NA
Aliso Creek Inn & Golf Course,31106 Coast Hwy,Laguna Beach,CA,31106,Public,9 Holes,(949) 499-1919,-117.751531,33.51049,Aliso Creek Golf Course,85.34316796,263.2263156,85.34316796,NA
El Niguel Country Club,23700 Clubhouse Dr,Laguna Niguel,CA,23700,Private,18 Holes,(949) 496-5767,-117.716269,33.512278,El Niguel Country Club,156.5627231,0.898377439,156.5627231,NA
Laguna Woods Golf Course,24112 Moulton Pkwy,Laguna Woods,CA,24112,Private,36 Holes,(949) 597-4336,-117.728851,33.612148,Lake Forest Golf and Practice Ctr,80.84729628,3028.796675,0.748430802,NA
Bailey Creek Golf Course,433 Durkin Dr,Lake Almanor,CA,96137-9611,Public,18 Holes,(530) 259-4653,-121.140473,40.291386,Oak Creek Golf Course,58.76079409,93356.76929,23.06892447,NA
Lake Arrowhead Country Club,250 Golf Course Road,Lake Arrowhead,CA,92352,Private,18 Holes,(909) 337-2441,-117.215764,34.255412,Lake Arrowhead Country Club,105.6140513,48.20075219,105.6140513,NA
Links at Summerly,29381 Village Pkwy,Lake Elsinore,CA,29381,Public,18 Holes,(951) 674-3900,-117.306456,33.649291,Canyon Lake Golf Course,98.03253083,4611.700856,1.13957434,NA
Lake Forest Golf & Practice Center,23308 Cherry Ave,Lake Forest,CA,23308,Public,9 Holes,(949) 859-1455,-117.690375,33.624198,Lake Forest Golf and Practice Ctr,80.84729628,0,80.84729628,NA
Lake Elizabeth Golf & Ranch Club,42505 Ranch Club Rd,Lake Hughes,CA,42505,Public,18 Holes,(661) 724-1221,-118.388719,34.65225,Lake Elizabeth Country Club,115.5191147,136.070294,115.5191147,NA
Willowbrook Golf Course,11905 Riverside Dr,Lakeside,CA,11905,Public,9 Holes,(619) 561-1061,-116.938316,32.864011,Willowbrook Country Club,45.13851502,0,45.13851502,NA
Barona Creek Golf Course,1932 Wildcat Canyon Rd,Lakeside,CA,92040-1553,Public,18 Holes,(888) 722-7662,-116.869462,32.933515,San Vicente Golf Club,184.9563544,8970.328426,2.216613006,NA
Lakewood Country Club & Tennis Center,3101 Carson St,Lakewood,CA,90712-4005,Municipal,18 Holes,(562) 429-9711,-118.154567,33.832602,Lakewood Country Club,186.3987786,0,186.3987786,NA
Lancaster Golf Center,431 E Avenue K4,Lancaster,CA,93535-4664,Public,9 Holes,(661) 726-3131,-118.122882,34.671447,Antelope Valley Country Club,108.6950801,6614.860918,1.634565207,NA
Rancho Sierra Golf Club,47205 60th St E,Lancaster,CA,47205,Public,9 Holes,(661) 946-1080,-118.02332,34.74123,Desert Aire Golf Course,78.64152803,15803.12384,3.905030917,NA
Alondra Park Golf Course,16400 Prairie Ave,Lawndale,CA,16400,Municipal,45 Holes,(310) 217-9916,-118.343756,33.881768,Alondra Park Golf Course,210.5051011,0,210.5051011,NA
Lemoore Municipal Golf Course,350 Iona Ave,Lemoore,CA,93245-9435,Municipal,18 Holes,(559) 924-9658,-119.785239,36.283826,Lemoore Golf Course,83.10729102,10.47421799,83.10729102,NA
Likely Links & RV Park,1540 County Road 64,Likely,CA,96116,Public,36 Holes,(888) 350-3848,-120.396731,41.234264,Oak Creek Golf Course,58.76079409,195764.8502,48.3744733,NA
Catta Verdera Country Club At Twelve Bridges,1111 Catta Verdera,Lincoln,CA,95648-9649,Semi Private,18 Holes,(916) 645-7200,-121.243325,38.854117,Auburn Valley Golf Club,168.4474481,18153.89021,4.48591704,NA
The Lincoln Hills Club,1005 Sun City Ln,Lincoln,CA,95648-8443,Public,36 Holes,(916) 543-9200,-121.274404,38.869129,Auburn Valley Golf Club,168.4474481,18107.01297,4.47433344,NA
Turkey Creek Golf Course,1525 State Highway 193,Lincoln,CA,95648-9639,Public,18 Holes,(916) 434-9100,-121.265235,38.886676,Auburn Valley Golf Club,168.4474481,16064.65239,3.969655929,NA
Lindsay Golf Course,801 N Elmwood Ave,Lindsay,CA,93247-1500,Public,9 Holes,(559) 562-5544,-119.092617,36.212612,Exeter Golf Course,18.68170552,10481.43707,2.590015508,NA
Little River Inn Golf & Tennis,7751 N Highway 1,Little River,CA,95456-9500,Public,9 Holes,(888) 937-5942,-123.788559,39.270999,Brooktrails Golf Course,50.86000295,39158.9709,9.676377504,NA
Springtown Golf Course,939 Larkspur Dr,Livermore,CA,94551-1423,Municipal,9 Holes,(925) 455-5695,-121.74035,37.706138,Springtown Golf Course,96.32027844,0,96.32027844,NA
Las Positas Golf Course,917 Club House Dr,Livermore,CA,94551-9608,Municipal,27 Holes,(925) 455-7820,-121.823616,37.696766,Las Positas Golf Course,212.3856536,0,212.3856536,NA
Poppy Ridge Golf Course,4280 Greenville Rd,Livermore,CA,94550-9720,Public,54 Holes,(925) 456-8202,-121.696476,37.660771,Springtown Golf Course,96.32027844,6258.100127,1.546407832,NA
The Course At Wente Vineyards,5040 Arroyo Rd,Livermore,CA,94550-9645,Public,18 Holes,(925) 456-2475,-121.758377,37.622722,Springtown Golf Course,96.32027844,9382.485383,2.318459051,NA
Crystalaire Country Club,15701 Boca Raton Ave,Llano,CA,15701,Private,18 Holes,(661) 944-2111,-117.847027,34.469402,Crystalaire Country Club,326.5668448,99.99317717,326.5668448,NA
