course_name,city,state,street_address,zip_code,holes,course_type,final_acreage,acreage_source,longitude,latitude
Rochester Golf Club,Rochester,MA,Rounseville Road Route 105,02770,18,Public,102.67451573958796,Tigris (High Reliability),-70.839722,41.739444
Harmon Golf,Rockland,MA,168 Concord St,02370-2023,18,Semi Private,96.08266578819598,OSM (Medium Reliability),-70.909412,42.118065
Rockland Golf Course,Rockland,MA,276 Plain St,02370-2307,18,Public,74.52347730589926,OSM (Medium Reliability),-70.92388,42.125618
Rockport Golf Club,Rockport,MA,Country Club Road,01966,18,Public,51.86123650281493,OSM (Medium Reliability),-70.60517,42.652465
Carriage Pines Golf At Rowley Country Club,Rowley,MA,235 Dodge Rd,01969-2207,18,Public,75.40406266802675,OSM (Medium Reliability),-70.93522,42.718405
Bed Rock Golf Club,Rutland,MA,87 Barre Paxton Rd,01543-2253,18,Public,,No Match Found,-71.970304,42.334813
Olde Salem Greens Golf Course,Salem,MA,54 Wilson St,01970-2256,9,Municipal,,No Match Found,-70.905148,42.524051
Kernwood Country Club,Salem,MA,1 Kernwood St,01970-1653,9,Private,151.01578843603212,OSM (Medium Reliability),-70.902888,42.537654
The Ridge Club,Sandwich,MA,70 Country Club Rd,02563-2791,18,Semi Private,278.7772375615043,OSM (Medium Reliability),-70.447882,41.684824
Holly Ridge Golf Club,Sandwich,MA,121 Country Club Rd,02563-2717,18,Public,72.58691913248809,OSM (Medium Reliability),-70.453904,41.683338
Cedar Glen Golf Course,Saugus,MA,60 Water St,01906-1933,18,Public,71.54282234505371,OSM (Medium Reliability),-71.025254,42.495491
Widow's Walk Golf Course,Scituate,MA,250 The Driftway,02066-1903,18,Municipal,,No Match Found,-70.745585,42.178614
Scituate Country Club,Scituate,MA,91 Driftway,02066-4609,9,Semi Private,45.058327409392575,OSM (Medium Reliability),-70.721715,42.177188
Ledgemont Country Club,Seekonk,MA,131 Brown Ave,02771-4401,18,Private,172.67384455416928,OSM (Medium Reliability),-71.325545,41.868525
Firefly Golf Course,Seekonk,MA,320 Fall River Ave,02771-5506,18,Public,,No Match Found,-71.338445,41.81861
Sharon Country Club,Sharon,MA,149 East St,02067-2228,18,Private,89.68882078308599,Tigris (High Reliability),-71.165386,42.114032
Spring Valley Country Club,Sharon,MA,25 Tiot St,02067-1038,18,Semi Private,188.17279591840776,Tigris (High Reliability),-71.188155,42.149685
Sankaty Head Golf Club,Siasconset,MA,100 Sankaty Road,02564,18,Private,177.66866307287663,OSM (Medium Reliability),-69.964074,41.276439
Siasconset Golf Course,Siasconset,MA,260 Milestone Road,02564,9,Public,,No Match Found,-69.963979,41.266965
Atlantic Golf Center Ltd,South Attleboro,MA,754 Newport Ave,02703-5935,18,Public,0.5262353760551322,OSM (Medium Reliability),-71.358524,41.91673
Round Hill Community Golf Club,South Dartmouth,MA,307 Smith Neck Rd,02748-1414,9,Semi Private,,No Match Found,-70.954574,41.545999
Pine Oaks Golf Course,South Easton,MA,68 Prospect St,02375-1575,18,Public,74.44503667853577,OSM (Medium Reliability),-71.093733,42.021187
Easton Country Club,South Easton,MA,265 Purchase St,02375-1605,18,Public,135.576532441216,OSM (Medium Reliability),-71.079911,42.023694
Ledges Municipal Golf Course,South Hadley,MA,18 Mulligan Dr,01075-7516,18,Municipal,198.2455301233895,Tigris (High Reliability),-72.595616,42.243049
The Orchards Golf Club,South Hadley,MA,18 Silverwood Ter,01075-1237,18,Semi Private,206.47046859190183,Tigris (High Reliability),-72.567703,42.26409
Myopia Hunt Club,South Hamilton,MA,Off 435 Bay Road,01982,18,Private,,No Match Found,-70.855219,42.61984
Blue Rock Golf Course,South Yarmouth,MA,48 Todd Rd,02664-2006,18,Public,48.62269286884102,Tigris (High Reliability),-70.177517,41.686584
Southampton Country Club,Southampton,MA,329 College Hwy,01073-9328,18,Public,116.47478791971824,OSM (Medium Reliability),-72.725741,42.205853
Saint Marks School Golf Assoc,Southborough,MA,32 Cordaville Rd,01772-1656,9,Public,55.68462548534051,OSM (Medium Reliability),-71.528521,42.304052
Stony Brook Golf Course,Southborough,MA,70 Valley Rd,01772-1307,9,Public,,No Match Found,-71.501571,42.304671
Cohasse Country Club,Southbridge,MA,393 Eastford Rd,01550-5902,9,Private,79.3052442825658,OSM (Medium Reliability),-72.047158,42.060993
Royal Oaks Country Club,Southbridge,MA,Morris Street,01550,18,Public,,No Match Found,-72.026299,42.07145
Southwick Country Club,Southwick,MA,739 College Hwy,01077-9733,18,Public,289.36231727316357,OSM (Medium Reliability),-72.767883,42.08032
Edgewood Golf Course Inc,Southwick,MA,161 Sheep Pasture Rd,01077-9436,18,Public,165.8174620816413,OSM (Medium Reliability),-72.767197,42.041635
Longhi's Driving Range,Southwick,MA,309 Southwick Street,01077,18,Public,,No Match Found,-72.764119,42.0583
The Ranch Golf Club,Southwick,MA,65 Sunnyside Rd,01077-9781,18,Public,289.36231727316357,OSM (Medium Reliability),-72.774528,42.085799
Franconia Golf Course,Springfield,MA,619 Dwight Rd,01108-3444,18,Municipal,105.90181920370436,Tigris (High Reliability),-72.539472,42.065404
Veteran's Memorial Golf Course,Springfield,MA,1059 S Branch Pkwy,01118-1930,18,Municipal,166.36730437808532,OSM (Medium Reliability),-72.50505,42.101529
Sterling National Country Club,Sterling,MA,33 Albright Rd,01564-2359,18,Semi Private,,No Match Found,-71.729114,42.454322
Stockbridge Golf Club,Stockbridge,MA,6 Main Street,01262,18,Private,121.68869488574232,OSM (Medium Reliability),-73.320214000000007,42.284025
Unicorn Golf Golf Course,Stoneham,MA,460 William St,02180-2307,9,Municipal,57.23484606071882,OSM (Medium Reliability),-71.112926,42.489303
Stoneham Oaks Golf Course,Stoneham,MA,101R Montvale Ave,02180-3604,18,Municipal,16.286980760902814,OSM (Medium Reliability),-71.110146,42.480924
Bear Hill Golf Course,Stoneham,MA,2 North St,02180-1041,9,Private,65.33839779230684,OSM (Medium Reliability),-71.097999,42.501739
Cedar Hill Golf Course,Stoughton,MA,1137 Park St,02072-3728,9,Municipal,41.00361234018472,OSM (Medium Reliability),-71.069895,42.106941
Wedgewood Pines Country Club,Stow,MA,215 Harvard Rd,01775-1021,18,Semi Private,143.03340292488056,OSM (Medium Reliability),-71.537927,42.44259
Stow Acres Country Club,Stow,MA,58 Randall Rd,01775-1451,36,Public,320.2651041354599,OSM (Medium Reliability),-71.5269,42.416242
Butternut Farm Golf Club,Stow,MA,115 Wheeler Rd,01775-1242,18,Public,84.31174880147952,OSM (Medium Reliability),-71.514242,42.42893
Stowaway Golf Course,Stow,MA,121 White Pond Rd,01775-1366,9,Public,,No Match Found,-71.477404,42.425604
Pleasant Valley Country Club,Sutton,MA,95 Armsby Rd,01590-2939,18,Semi Private,137.98070531327392,OSM (Medium Reliability),-71.734694,42.150662
Blackstone National Golf Course,Sutton,MA,227 Putnam Hill Rd,01590-1118,18,Public,264.6179630418046,OSM (Medium Reliability),-71.770973,42.117579
Wampanoag Golf Course,Swansea,MA,168 Old Providence Rd,02777-3313,9,Public,,No Match Found,-71.277847,41.771958
Swansea Country Club,Swansea,MA,299 Market St,02777-3917,27,Public,,No Match Found,-71.269528,41.76113
Touisset Country Club Inc.,Swansea,MA,221 Pearse Rd,02777-1325,9,Public,56.59135315921147,OSM (Medium Reliability),-71.223321,41.739135
Segregansett Country Club,Taunton,MA,85 Gulliver St,02780-1646,18,Private,128.22909684380843,OSM (Medium Reliability),-71.173541,41.8796
John F. Parker Golf Course,Taunton,MA,17 Fisher St,02780-2116,18,Public,67.50561907469204,OSM (Medium Reliability),-71.126083,41.897175
Templewood Golf Course,Templeton,MA,160 Brooks Rd,01468-1413,18,Public,120.76069125867691,OSM (Medium Reliability),-72.063428,42.582665
Trull Brook Golf Course,Tewksbury,MA,170 River Rd,01876-1087,18,Public,127.65051308561765,OSM (Medium Reliability),-71.263862,42.649319
Tewksbury Country Club,Tewksbury,MA,1880 Main St,01876-2196,9,Public,54.70111313558168,OSM (Medium Reliability),-71.206978,42.591676
New Meadows Golf Course,Topsfield,MA,30 Wildes Rd,01983-1222,9,Public,5.109296947406912,OSM (Medium Reliability),-70.926326,42.662379
Townsend Ridge Country Club,Townsend,MA,40 Scales Ln,01469-1010,18,Public,,No Match Found,-71.722221,42.668993
Thomas Memorial Golf & Country Club,Turners Falls,MA,29 Country Club Ln,01376-2002,18,Public,44.86278695050816,OSM (Medium Reliability),-72.558116,42.59443
Vesper Country Club,Tyngsboro,MA,185 Pawtucket Blvd,01879-2110,18,Private,120.05076189930357,Tigris (High Reliability),-71.395161,42.656022
Blissful Meadows Golf Course,Uxbridge,MA,801 Chocolog Rd,01569-2034,18,Public,141.79148376768433,OSM (Medium Reliability),-71.676194,42.031127
Edgewood Golf Club,Uxbridge,MA,757 West Hartford Avenue,01569,18,Public,,No Match Found,-71.643875,42.090824
Cape Cod Country Club,Village of Hatchville,MA,48 Theater Drive,02556,18,Public,,No Match Found,-70.617964,41.64554
Mink Meadows Golf Course,Vineyard Haven,MA,320 Golf Club Rd,02568-5146,9,Public,144.08640767208567,OSM (Medium Reliability),-70.612851,41.474099
Royal Crest Country Club,Walpole,MA,10 Rainbow Pond Dr,02081-3415,18,Private,29.41477597082699,OSM (Medium Reliability),-71.237991,42.142614
Walpole Country Club,Walpole,MA,233 Baker St,02081-4145,18,Semi Private,43.67290482527907,Tigris (High Reliability),-71.232285,42.135305
Little Harbor Country Club,Wareham,MA,Little Harbor Road,02571,18,Public,51.958418487492125,OSM (Medium Reliability),-70.66788,41.72761
Scottish Meadow Golf Club,Warren,MA,361 Little Rest Road,01083,9,Public,,No Match Found,-72.197729,42.169993
Oakley Country Club,Watertown,MA,410 Belmont St,02472-1399,18,Private,89.21124892247063,OSM (Medium Reliability),-71.169565,42.377708
Wayland Country Club,Wayland,MA,121 Old Sudbury Rd,01778-1817,18,Public,151.7937546801421,Tigris (High Reliability),-71.377534,42.374295
Sandy Burr Country Club,Wayland,MA,103 Cochituate Rd,01778-2601,18,Public,126.01260567120528,Tigris (High Reliability),-71.357661,42.355393
Wellesley Country Club,Wellesley Hills,MA,300 Wellesley Ave,02481-6809,18,Private,104.76994310556918,OSM (Medium Reliability),-71.263348,42.300304
Nehoiden Golf Club,Wellesley Hills,MA,91 Dover Rd,02481,18,Semi Private,,No Match Found,-71.279509,42.307605
Chequessett Country Club,Wellfleet,MA,680 Chequessett Neck Rd,02667-7325,18,Public,46.05277731449431,OSM (Medium Reliability),-70.052842,41.929452
Wenham Country Club,Wenham,MA,94 Main St,01984-1519,18,Public,71.96569239774807,OSM (Medium Reliability),-70.888479,42.600021
Lakeview Golf Course,Wenham,MA,60 Main St,01984-1540,18,Public,71.96569239774807,OSM (Medium Reliability),-70.88718,42.596927
Wachusett Country Club,West Boylston,MA,187 Prospect St,01583-1315,18,Public,137.07836799603703,Tigris (High Reliability),-71.793437,42.358552
Golf City,West Bridgewater,MA,40 S Main St,02379-1737,18,Public,198.1255212335664,Tigris (High Reliability),-71.004364,42.018069
River Bend Country Club,West Bridgewater,MA,250 E Center St,02379-1814,18,Public,198.1255212335664,Tigris (High Reliability),-70.994558,42.019416
Brae Burn Country Club,West Newton,MA,326 Fuller St,02465-2826,27,Semi Private,193.7200516806099,OSM (Medium Reliability),-71.233849,42.338329
Springfield Country Club,West Springfield,MA,1375 Elm St,01089-1849,18,Private,147.67535914780012,OSM (Medium Reliability),-72.627265,42.123074
Bayberry Hills Golf Course,West Yarmouth,MA,635 W Yarmouth Rd,02673-1459,36,Municipal,312.0574467134888,Tigris (High Reliability),-70.228795,41.684891
Westborough Country Club,Westborough,MA,121 W Main St,01581-3021,9,Municipal,54.53267470727744,OSM (Medium Reliability),-71.624452,42.263408
Indian Meadows Golf Course,Westborough,MA,275 Turnpike Rd,01581-2807,9,Public,60.5886295617266,OSM (Medium Reliability),-71.646637,42.28318
Tekoa Country Club,Westfield,MA,459 Russell Rd,01085-2102,18,Public,111.66009466128014,OSM (Medium Reliability),-72.784464,42.131674
Shaker Farms Country Club,Westfield,MA,866 Shaker Rd,01085-5046,18,Public,248.93220747522625,OSM (Medium Reliability),-72.742405,42.09078
East Mountain Country Club,Westfield,MA,1458 E Mountain Rd,01085-1410,18,Public,126.61238258252864,OSM (Medium Reliability),-72.697634,42.156141
Nabnasset Lake Country Club,Westford,MA,47 Oak Hill Rd,01886-1700,18,Private,40.57744196937976,OSM (Medium Reliability),-71.413928,42.618613
Butter Brook Crossing Golf Club,Westford,MA,157 Carlisle Rd,01886-4417,18,Public,207.92574245536375,OSM (Medium Reliability),-71.400366,42.538057
Westminster Country Club,Westminster,MA,51 Ellis Rd,01473-1414,18,Public,107.46008078706596,OSM (Medium Reliability),-71.929738,42.541361
The Woods of Westminster,Westminster,MA,90 Bean Porridge Hill Rd,01473-1120,18,Public,164.41523393093843,OSM (Medium Reliability),-71.875269,42.583105
Leo J. Martin Memorial Golf Course,Weston,MA,85 Park Rd,02493-2259,18,Municipal,186.2147681209722,OSM (Medium Reliability),-71.267651,42.336838
Weston Golf Club,Weston,MA,275 Meadowbrook Rd,02493-2450,18,Private,146.25413966818152,OSM (Medium Reliability),-71.288474,42.360941
Pine Brook Country Club,Weston,MA,42 Newton St,02493-2311,18,Private,,No Match Found,-71.280391,42.344131
Acoaxet Club,Westport,MA,152 Howland Rd,02790-5112,9,Private,64.02668494185099,OSM (Medium Reliability),-71.110669,41.510066
Norfolk Golf Club,Westwood,MA,166 East St,02090-1902,18,Private,46.11677113255397,OSM (Medium Reliability),-71.174425,42.221448
Whitinsville Golf Club,Whitinsville,MA,179 Fletcher St,01588-2377,9,Private,69.56383685555231,OSM (Medium Reliability),-71.659197,42.104669
Country Club of Wilbraham,Wilbraham,MA,859 Stony Hill Rd,01095-2249,18,Semi Private,185.75287539433535,OSM (Medium Reliability),-72.457283,42.112846
Waubeeka Golf Links,Williamstown,MA,137 New Ashford Rd,01267-8518,18,Public,141.44673939918854,OSM (Medium Reliability),-73.240113,42.657102
Taconic Golf Club,Williamstown,MA,19 Meacham St,01267-2823,18,Public,119.09921786801404,OSM (Medium Reliability),-73.2013,42.705818
Winchendon Golf Course,Winchendon,MA,435 Spring St,01475-2120,18,Public,,No Match Found,-72.027832,42.677121
Winchester Country Club,Winchester,MA,468 Mystic St,01890-3700,18,Private,149.18220710451956,Tigris (High Reliability),-71.155357,42.436186
Winthrop Golf Club,Winthrop,MA,453 Main St,02152-1613,9,Semi Private,46.42711417032487,OSM (Medium Reliability),-70.979806,42.37977
Green Hill Golf Course,Worcester,MA,2 Marsh Ave,01605-2214,18,Municipal,122.2114028114514,OSM (Medium Reliability),-71.779516,42.291788
Tatnuck Country Club,Worcester,MA,1222 Pleasant St,01602-1644,9,Private,135.67009283938373,OSM (Medium Reliability),-71.863123,42.278931
Worcester Country Club,Worcester,MA,2 Rice St,01606-1210,18,Private,128.77351926009095,OSM (Medium Reliability),-71.782424,42.322581
Worthington Golf Club,Worthington,MA,113 Ridge Rd,01098-9701,9,Private,62.3615799527916,OSM (Medium Reliability),-72.944185,42.407339
The Club At Yarmouthport,Yarmouth Port,MA,64 Kings Circuit,02675-1460,18,Private,141.73599022364235,OSM (Medium Reliability),-70.210241,41.713232
Cummaquid Golf Club,Yarmouth Port,MA,35 Marstons Ln Off Rt 6 A,02675,18,Semi Private,99.87004652499644,OSM (Medium Reliability),-70.267479,41.70206
Dennis Pines Golf Course,East Dennis,MA,50 Golf Course Road,02660,18,Municipal,151.88584902069064,OSM (Medium Reliability),-70.155594,41.731541
Pontoosuc Lake Country Club,Pittsfield,MA,38 Kirkwood Drive,01201,18,Public,,No Match Found,-73.258987,42.493038
Tyngsboro Country Club,Tyngsboro,MA,Pawtucket Boulevard,01879,18,Public,,No Match Found,-71.419624,42.675816
Woburn Country Club,Woburn,MA,5 Country Club Road,01801,9,Municipal,58.61712653891333,OSM (Medium Reliability),-71.167305,42.46254
Ruggles Golf Course,Aberdeen Proving Ground,MD,5600 Maryland Blvd,21005,18,Public,,No Match Found,-76.138624,39.489815
Exton Golf Course Aberdeen Proving Gnd,Aberdeen,MD,Club Road  Bldg. E-1260,21010,18,Public,59.41683266678097,OSM (Medium Reliability),-76.292964,39.412295
Beechtree Golf Club,Aberdeen,MD,811 S Stepney Rd,21001-2636,18,Public,,No Match Found,-76.208871,39.500372
The Wetlands Golf Course,Aberdeen,MD,740 Gilbert Rd,21001-1107,18,Public,147.48460949591447,OSM (Medium Reliability),-76.179351,39.545527
Andrews AFB Golf Course,Andrews Afb,MD,1535 Command Dr,20762-7001,54,Semi Private,,No Match Found,-76.891239,38.813652
Heritage Harbour Golf Club,Annapolis,MD,875 Harry S Truman Pkwy,21401-6944,9,Private,24.266344958355383,OSM (Medium Reliability),-76.588334,38.981602
U.S. Naval Academy Golf Club,Annapolis,MD,64 Greenbury Point Rd,21402-1108,18,Semi Private,147.0351174439275,OSM (Medium Reliability),-76.464018,38.995943
Annapolis Golf Club,Annapolis,MD,2638 Carrollton Rd,21403-4205,18,Public,,No Match Found,-76.470694,38.951634
Severna Park Golf Center,Arnold,MD,1257 Ritchie Hwy,21012-1802,18,Public,17.63958568554815,OSM (Medium Reliability),-76.517323,39.045854
Bay Hills Golf Club,Arnold,MD,545 Bay Hills Dr,21012-2001,18,Public,111.83346647758586,OSM (Medium Reliability),-76.478361,39.045591
Forest Park Golf Course,Baltimore,MD,2900 Hillsdale Rd,21207-7465,18,Municipal,,No Match Found,-76.699681,39.321113
Carroll Park Golf Course,Baltimore,MD,2100 Washington Blvd,21230-1710,9,Municipal,52.92138391349487,OSM (Medium Reliability),-76.646416,39.272056
Clifton Park Golf Course,Baltimore,MD,2701 Saint Lo Dr,21213-1154,18,Municipal,,No Match Found,-76.590389,39.314488
Mount Pleasant Golf Course,Baltimore,MD,6001 Hillen Rd,21239-2402,18,Municipal,107.73812227607678,OSM (Medium Reliability),-76.577507,39.364078
Elkridge Hunt Club,Baltimore,MD,6100 N Charles St,21212-1226,18,Private,115.60687142316952,OSM (Medium Reliability),-76.626549,39.373699
Sparrows Point Country Club,Baltimore,MD,919 Wise Ave,21222-5032,27,Semi Private,432.0878119032845,Tigris (High Reliability),-76.469845,39.258799
The Members Club At Four Streams,Beallsville,MD,19501 Darnestown Rd,19501,18,Semi Private,189.39164169471815,OSM (Medium Reliability),-77.4049,39.17498
Winters Run Golf Club,Bel Air,MD,1000 N Tollgate Rd,21014-2443,18,Private,180.9335539171394,OSM (Medium Reliability),-76.379467,39.530006
Maryland Golf & Country Club,Bel Air,MD,1335 E Macphail Rd,21015-5608,18,Private,126.43064856783366,Tigris (High Reliability),-76.308397,39.523075
Cross Creek Golf Course,Beltsville,MD,12800 Bay Hill Dr,12800,18,Public,216.6777281016299,OSM (Medium Reliability),-76.925983,39.06589
Eagle's Landing Golf Course,Berlin,MD,12367 Eagles Nest Rd,12367,18,Municipal,180.23570753128064,OSM (Medium Reliability),-75.126897,38.3029
Deer Run Golf Club,Berlin,MD,8804 Logtown Rd,21811-2167,18,Public,116.84045569700407,OSM (Medium Reliability),-75.26531,38.361998
The Bay Club,Berlin,MD,9122 Libertytown Rd,21811-2150,36,Public,,No Match Found,-75.249212,38.33505
The Beach Club Golf Links,Berlin,MD,9715 Deer Park Rd,21811-3142,36,Public,323.5803235241549,OSM (Medium Reliability),-75.224489,38.357665
Ocean Resorts Golf Club,Berlin,MD,10655 Cathell Rd,10655,18,Public,142.90376675051027,OSM (Medium Reliability),-75.188624,38.368325
Ocean City Golf Club,Berlin,MD,11401 Country Club Dr,11401,36,Public,156.56492000897063,OSM (Medium Reliability),-75.18097,38.245653
River Run Golf Club,Berlin,MD,11605 Masters Ln,11605,18,Public,8.951520718219367,OSM (Medium Reliability),-75.176557,38.401323
Pine Shore Golf Course,Berlin,MD,11285 Beauchamp Rd,11285,27,Public,218.7886498549968,OSM (Medium Reliability),-75.176267,38.392833
Rum Pointe Seaside Golf Links,Berlin,MD,7000 Rum Point Ln,21811-2573,18,Public,205.73992873180725,OSM (Medium Reliability),-75.16536,38.238971
Ocean Pines Golf & Country Club,Berlin,MD,100 Clubhouse Dr,21811-1510,18,Public,49.08878486642043,OSM (Medium Reliability),-75.145748,38.391391
GlenRiddle Golf Club,Berlin,MD,11501 Maid At Arms Ln,11501,36,Public,125.387704266948,OSM (Medium Reliability),-75.152441,38.346578
Congressional Country Club,Bethesda,MD,8500 River Rd,20817-2635,36,Private,229.46919894776104,OSM (Medium Reliability),-77.176579,39.000127
Burning Tree Club,Bethesda,MD,8600 Burdette Rd,20817-2803,18,Private,188.57838851283756,OSM (Medium Reliability),-77.148439,38.99623
Bethesda Country Club,Bethesda,MD,7601 Bradley Blvd,20817-1433,18,Semi Private,145.33410806301234,OSM (Medium Reliability),-77.156029,39.012322
Kenwood Golf & Country Club,Bethesda,MD,5601 River Rd,20816-1246,18,Semi Private,112.34724284762234,OSM (Medium Reliability),-77.112358,38.970106
The Links At Lighthouse Sound,Bishopville,MD,12723 Saint Martins Neck Rd,12723,18,Public,,No Match Found,-75.109113,38.409204
Bowie Golf & Country Club,Bowie,MD,7420 Laurel Bowie Rd,20715-1717,18,Public,112.3393265226164,OSM (Medium Reliability),-76.758358,38.989
Hyatt Regency Chesapeake Bay Golf Resort and Spa,Cambridge,MD,100 Heron Blvd,21613-3420,18,Public,353.53255908426075,OSM (Medium Reliability),-76.048429,38.561808
Clearview At Horn's Point,Cambridge,MD,5650 Clearview Ky,21613-3322,18,Public,,No Match Found,-76.083819,38.560972
Rolling Road Golf Club,Catonsville,MD,814 Hilltop Rd,21228-5308,18,Private,91.9073417965288,OSM (Medium Reliability),-76.723549,39.259341
Wicomico Shores Golf Course,Chaptico,MD,35794 Aviation Yacht Club Rd,35794,18,Municipal,369.6278861064635,Tigris (High Reliability),-76.839084,38.384395
Chester River Yacht & Country Club,Chestertown,MD,7738 Quaker Neck Rd,21620-4707,18,Private,151.76931268222015,OSM (Medium Reliability),-76.072927,39.189681
Great Oak Landing Marina,Chestertown,MD,22170 Great Oak Landing Rd,22170,9,Public,19.3848078052148,OSM (Medium Reliability),-76.19987,39.263762
Columbia Country Club,Chevy Chase,MD,7900 Connecticut Ave,20815-5998,18,Private,42.815322723440175,OSM (Medium Reliability),-77.077354,38.989244
Chevy Chase Club,Chevy Chase,MD,6100 Connecticut Ave,20815-4236,18,Private,188.1248636609052,Tigris (High Reliability),-77.077278,38.972678
Little Bennett Golf Course,Clarksburg,MD,25900 Prescott Rd,25900,18,Municipal,295.6458475487523,OSM (Medium Reliability),-77.291741,39.282772
Paint Branch Golf Complex,College Park,MD,4690 University Blvd,20740-2071,18,Municipal,60.10053950600001,OSM (Medium Reliability),-76.93427,39.00156
University of Maryland Golf Course,College Park,MD,University of Maryland,20742-0001,18,Public,231.30734547624357,OSM (Medium Reliability),-76.951579,38.992835
Hobbits Glen Golf Club,Columbia,MD,11300 Willow Bottom Dr,11300,18,Semi Private,235.97392050006732,OSM (Medium Reliability),-76.902143,39.224516
Fairway Hills Golf Club,Columbia,MD,5100 Columbia Rd,21044-1888,18,Public,234.1282530834851,OSM (Medium Reliability),-76.843433,39.23684
Crofton Country Club,Crofton,MD,1691 Crofton Pkwy,21114-2029,18,Semi Private,320.0657933371318,OSM (Medium Reliability),-76.696977,39.00489
Walden Golf Club,Crofton,MD,1500 Riedel Rd,21114-1664,18,Semi Private,80.84603776222264,OSM (Medium Reliability),-76.674343,39.020665
Eisenhower Golf Course,Crownsville,MD,1576 Generals Hwy,21032-2004,18,Municipal,192.8767957956365,OSM (Medium Reliability),-76.578241,39.015747
Cumberland Country Club,Cumberland,MD,10200 Country Club Road  SE,10200,18,Private,,No Match Found,-78.739109,39.65711
Renditions Golf Grand Slam Experience,Davidsonville,MD,1380 W Central Ave,21035-2303,18,Public,386.87515737963423,OSM (Medium Reliability),-76.670638,38.908234
Evening Breeze Golf Course,Deer Park,MD,Pysell Crosscut Road,21550,9,Public,,No Match Found,-79.325485,39.439293
Wood Creek Golf Links,Delmar,MD,9155 Clubhouse Dr,21875-2364,18,Public,33.10035722149212,OSM (Medium Reliability),-75.578417,38.44242
Caroline Country Club,Denton,MD,24820 Pealiquor Rd,24820,18,Private,3.2596918022795256,OSM (Medium Reliability),-75.844174,38.847729
Upland Golf Club,Denton,MD,23780 Thawley Rd,23780,18,Public,,No Match Found,-75.879673,38.904096
Needwood Golf Course,Derwood,MD,6724 Needwood Rd,20855-1639,27,Municipal,209.57444630212424,OSM (Medium Reliability),-77.137529,39.122249
Twin Shields Golf Club,Dunkirk,MD,2425 Roarty Rd,20754-2804,18,Public,,No Match Found,-76.649036,38.757086
Hog Neck Golf Course,Easton,MD,10142 Old Cordova Rd,10142,36,Municipal,241.84484909475412,Tigris (High Reliability),-76.04257,38.827554
Talbot Country Club,Easton,MD,6142 Country Club Dr,21601-8566,18,Private,178.65289182411584,Tigris (High Reliability),-76.096416,38.717638
The Easton Club,Easton,MD,28449 Clubhouse Dr,28449,18,Public,,No Match Found,-76.088339,38.762687
Golf Club At South River,Edgewater,MD,3451 Solomons Island Rd,21037-2707,18,Public,36.36272652956841,OSM (Medium Reliability),-76.57387,38.918228
The Timbers at Troy,Elkridge,MD,6100 Marshalee Dr,21075-5977,18,Municipal,203.97166641767652,OSM (Medium Reliability),-76.770856,39.20343
The Club At Patriots Glen,Elkton,MD,300 Patriots Way,21921-5109,18,Public,169.29337702263555,OSM (Medium Reliability),-75.808566,39.621315
Bittersweet Golf Club,Elkton,MD,1190 Augustine Herman Hwy,21921-8251,18,Public,,No Match Found,-75.80782,39.561372
Turf Valley Resort,Ellicott City,MD,2700 Turf Valley Rd,21042-2034,36,Semi Private,408.1070858579789,Tigris (High Reliability),-76.883885,39.295873
Rocky Point Golf Course,Essex,MD,1935 Back River Neck Rd,21221-6403,18,Municipal,190.14399995772536,OSM (Medium Reliability),-76.42063,39.254672
River Downs Golf Club,Finksburg,MD,1900 River Downs Dr,21048-1552,18,Public,284.32804370142435,OSM (Medium Reliability),-76.881149,39.521494
Rocky Gap Lodge & Golf Resort,Flintstone,MD,16701 Lakeview Rd NE,16701,18,Public,248.9403073735905,OSM (Medium Reliability),-78.656358,39.69987
Fort Meade Golf Course,Fort Meade,MD,6800 Taylor Avenue,20755,36,Semi Private,,No Match Found,-76.751989,39.11152
Henson Creek Golf Course,Fort Washington,MD,1641 Tucker Rd,20744-4334,9,Municipal,,No Match Found,-76.978369,38.791566
National Golf Club At Tantallon,Fort Washington,MD,300 Saint Andrews Dr,20744-6399,18,Semi Private,114.18962256041458,OSM (Medium Reliability),-77.011027,38.716459
Clustered Spires Golf Course,Frederick,MD,8415 Gas House Pike,21701-4703,18,Municipal,191.55194194459173,OSM (Medium Reliability),-77.371754,39.434114
V F W Country Club,Frederick,MD,5901 Old National Pike Rte. 40,21702,18,Public,,No Match Found,-77.488727,39.437768
Frederick Golf Club,Frederick,MD,5519 S Renn Rd,21703-7434,36,Public,,No Match Found,-77.475415,39.365148
Worthington Manor Golf Club,Frederick,MD,8329 Fingerboard Rd,21704-7620,18,Public,177.7598664073959,OSM (Medium Reliability),-77.374271,39.328973
Liberty Road Golf Center,Frederick,MD,10810 Liberty Rd,10810,9,Public,,No Match Found,-77.287914,39.464575
Maplehurst Country Club,Frostburg,MD,100 Maplehurst Rd,21532-2415,18,Public,118.2247622499278,OSM (Medium Reliability),-78.917133,39.639982
Montgomery Country Club,Gaithersburg,MD,20908 Golf View Dr,20908,18,Semi Private,249.06853696217124,Tigris (High Reliability),-77.13371,39.20003
Blue Mash Golf Course,Gaithersburg,MD,5821 Olney Laytonsville Rd,20882-1719,18,Public,161.51177700481247,OSM (Medium Reliability),-77.118548,39.187315
Night Hawk Golf Center,Gambrills,MD,814 S Route 301,21054,9,Public,,No Match Found,-76.676469,39.036577
