Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,NORTH,10,KOOTENAI,55,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"11,050",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,NORTH,10,LATAH,57,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,464",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,NORTH,10,LEWIS,61,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,819",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,NORTH,10,NEZ PERCE,69,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,156",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,NORTH,10,SHOSHONE,79,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,542",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTH CENTRAL,80,BLAINE,13,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,556",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTH CENTRAL,80,CAMAS,25,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,055",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTH CENTRAL,80,CASSIA,31,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,486",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTH CENTRAL,80,GOODING,47,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,101",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTH CENTRAL,80,JEROME,53,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,012",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTH CENTRAL,80,LINCOLN,63,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,720",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTH CENTRAL,80,MINIDOKA,67,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,202",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTH CENTRAL,80,TWIN FALLS,83,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,129",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTHWEST,70,ADA,1,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"13,084",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTHWEST,70,ADAMS,3,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,752",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTHWEST,70,BOISE,15,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,053",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTHWEST,70,CANYON,27,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"13,588",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTHWEST,70,ELMORE,39,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,233",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTHWEST,70,GEM,45,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,014",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTHWEST,70,OWYHEE,73,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,025",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTHWEST,70,PAYETTE,75,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,191",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTHWEST,70,VALLEY,85,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"3,900",10.4
CENSUS,2022,END OF DEC,COUNTY,IDAHO,16,SOUTHWEST,70,WASHINGTON,87,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"2,299",10.4
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,CENTRAL,40,DE WITT,39,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"11,261",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,CENTRAL,40,LOGAN,107,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"11,349",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,CENTRAL,40,MACON,115,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,339",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,CENTRAL,40,MARSHALL,123,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,448",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,CENTRAL,40,MASON,125,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,722",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,CENTRAL,40,MCLEAN,113,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,074",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,CENTRAL,40,MENARD,129,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,257",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,CENTRAL,40,PEORIA,143,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,216",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,CENTRAL,40,STARK,175,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,973",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,CENTRAL,40,TAZEWELL,179,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,389",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,CENTRAL,40,WOODFORD,203,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,987",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST,50,CHAMPAIGN,19,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,187",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST,50,FORD,53,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,956",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST,50,IROQUOIS,75,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,638",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST,50,KANKAKEE,91,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,734",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST,50,LIVINGSTON,105,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,108",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST,50,PIATT,147,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"12,224",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST,50,VERMILION,183,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,777",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,770",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLAY,25,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,235",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,COLES,29,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,272",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CRAWFORD,33,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,710",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,894",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,DOUGLAS,41,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"11,812",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EDGAR,45,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,162",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EFFINGHAM,49,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,723",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,FAYETTE,51,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,973",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,JASPER,79,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,477",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,LAWRENCE,101,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,987",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,MARION,121,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,108",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,MOULTRIE,139,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"11,597",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,RICHLAND,159,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,859",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,SHELBY,173,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,890",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHEAST,20,BOONE,7,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,226",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHEAST,20,COOK,31,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"18,054",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHEAST,20,DE KALB,37,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,704",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHEAST,20,DU PAGE,43,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"57,683",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHEAST,20,GRUNDY,63,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,311",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHEAST,20,KANE,89,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"12,276",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHEAST,20,KENDALL,93,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"11,745",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHEAST,20,LA SALLE,99,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,136",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHEAST,20,LAKE,97,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"15,913",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHEAST,20,MCHENRY,111,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,304",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHEAST,20,WILL,197,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,259",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHWEST,10,BUREAU,11,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,199",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHWEST,10,CARROLL,15,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,704",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHWEST,10,HENRY,73,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,039",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHWEST,10,JO DAVIESS,85,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,940",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHWEST,10,LEE,103,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,639",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHWEST,10,MERCER,131,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,250",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHWEST,10,OGLE,141,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,818",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHWEST,10,PUTNAM,155,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,797",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHWEST,10,ROCK ISLAND,161,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,125",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHWEST,10,STEPHENSON,177,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,230",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHWEST,10,WHITESIDE,195,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,976",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,NORTHWEST,10,WINNEBAGO,201,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,082",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHEAST,90,EDWARDS,47,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,893",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHEAST,90,FRANKLIN,55,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,677",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHEAST,90,GALLATIN,59,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,746",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHEAST,90,HAMILTON,65,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,788",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHEAST,90,HARDIN,69,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,632",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHEAST,90,JEFFERSON,81,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,940",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHEAST,90,MASSAC,127,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,582",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHEAST,90,POPE,151,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,224",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHEAST,90,SALINE,165,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,910",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHEAST,90,WABASH,185,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,778",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHEAST,90,WAYNE,191,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,608",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHEAST,90,WHITE,193,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,590",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHWEST,80,ALEXANDER,3,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,148",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHWEST,80,CLINTON,27,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,036",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHWEST,80,JACKSON,77,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,094",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHWEST,80,JOHNSON,87,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,327",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHWEST,80,MONROE,133,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,117",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHWEST,80,PERRY,145,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,023",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHWEST,80,PULASKI,153,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,494",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHWEST,80,RANDOLPH,157,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"7,679",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHWEST,80,ST CLAIR,163,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,310",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHWEST,80,UNION,181,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"5,116",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHWEST,80,WASHINGTON,189,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,068",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,SOUTHWEST,80,WILLIAMSON,199,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"4,701",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,WEST,30,ADAMS,1,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,631",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,WEST,30,BROWN,9,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,571",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,WEST,30,FULTON,57,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,836",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,WEST,30,HANCOCK,67,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,460",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,WEST,30,HENDERSON,71,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,869",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,WEST,30,KNOX,95,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"8,642",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,WEST,30,MCDONOUGH,109,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"9,948",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,WEST,30,SCHUYLER,169,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"6,519",6.3
CENSUS,2022,END OF DEC,COUNTY,ILLINOIS,17,WEST,30,WARREN,187,AG LAND,"AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE",TOTAL,NOT SPECIFIED,"10,349",6.3
