"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHEAST","30","DE KALB","033","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,646","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHEAST","30","HUNTINGTON","069","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,495","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHEAST","30","LAGRANGE","087","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","14,455","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHEAST","30","NOBLE","113","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,064","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHEAST","30","STEUBEN","151","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,158","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHEAST","30","WELLS","179","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,111","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHEAST","30","WHITLEY","183","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,939","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHWEST","10","BENTON","007","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,011","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHWEST","10","JASPER","073","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,477","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHWEST","10","LA PORTE","091","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,056","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHWEST","10","LAKE","089","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,916","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHWEST","10","NEWTON","111","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,765","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHWEST","10","PORTER","127","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,579","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHWEST","10","PULASKI","131","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,173","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHWEST","10","STARKE","149","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,178","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","NORTHWEST","10","WHITE","181","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,606","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTH CENTRAL","80","BROWN","013","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,090","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTH CENTRAL","80","CRAWFORD","025","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,347","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTH CENTRAL","80","FLOYD","043","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,135","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTH CENTRAL","80","HARRISON","061","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,877","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTH CENTRAL","80","JACKSON","071","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,958","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTH CENTRAL","80","LAWRENCE","093","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,474","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTH CENTRAL","80","MONROE","105","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,514","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTH CENTRAL","80","ORANGE","117","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,544","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTH CENTRAL","80","PERRY","123","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,209","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTH CENTRAL","80","WASHINGTON","175","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,753","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","CLARK","019","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,194","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","DEARBORN","029","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,735","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","FRANKLIN","047","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,458","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","JEFFERSON","077","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,815","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","JENNINGS","079","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,620","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","OHIO","115","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,126","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,590","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","SCOTT","143","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,850","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","SWITZERLAND","155","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,606","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DAVIESS","027","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,072","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DUBOIS","037","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,380","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","GIBSON","051","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,732","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","GREENE","055","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,946","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","KNOX","083","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,068","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","MARTIN","101","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,972","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","PIKE","125","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,920","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","POSEY","129","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,200","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","SPENCER","147","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,525","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","SULLIVAN","153","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,203","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","VANDERBURGH","163","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,553","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","WARRICK","173","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,707","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","CLAY","021","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,679","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","FOUNTAIN","045","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,277","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","MONTGOMERY","107","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,819","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","OWEN","119","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,396","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","PARKE","121","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,262","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","PUTNAM","133","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,265","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","TIPPECANOE","157","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,601","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","VERMILLION","165","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,513","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","VIGO","167","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","5,886","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","WARREN","171","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,338","4.6"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,746","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","CENTRAL","50","DALLAS","049","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,688","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","CENTRAL","50","GRUNDY","075","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","12,121","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","CENTRAL","50","HAMILTON","079","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","11,157","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","CENTRAL","50","HARDIN","083","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,393","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","CENTRAL","50","JASPER","099","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,750","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","CENTRAL","50","MARSHALL","127","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,375","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","CENTRAL","50","POLK","153","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,677","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","CENTRAL","50","POWESHIEK","157","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,752","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","CENTRAL","50","STORY","169","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,914","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","CENTRAL","50","TAMA","171","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,563","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","CENTRAL","50","WEBSTER","187","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,795","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","EAST CENTRAL","60","BENTON","011","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,970","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","EAST CENTRAL","60","CEDAR","031","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,621","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","EAST CENTRAL","60","CLINTON","045","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,600","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","EAST CENTRAL","60","IOWA","095","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,674","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","EAST CENTRAL","60","JACKSON","097","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,284","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","EAST CENTRAL","60","JOHNSON","103","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,307","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","EAST CENTRAL","60","JONES","105","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,299","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","EAST CENTRAL","60","LINN","113","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,758","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","EAST CENTRAL","60","MUSCATINE","139","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,311","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","EAST CENTRAL","60","SCOTT","163","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,076","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTH CENTRAL","20","BUTLER","023","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,547","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTH CENTRAL","20","CERRO GORDO","033","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,033","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTH CENTRAL","20","FLOYD","067","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,857","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTH CENTRAL","20","FRANKLIN","069","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,718","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTH CENTRAL","20","HANCOCK","081","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,457","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTH CENTRAL","20","HUMBOLDT","091","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,740","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTH CENTRAL","20","KOSSUTH","109","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,771","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTH CENTRAL","20","MITCHELL","131","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,387","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTH CENTRAL","20","WINNEBAGO","189","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,707","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTH CENTRAL","20","WORTH","195","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,241","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTH CENTRAL","20","WRIGHT","197","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,313","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHEAST","30","ALLAMAKEE","005","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,375","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHEAST","30","BLACK HAWK","013","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,980","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHEAST","30","BREMER","017","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,905","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHEAST","30","BUCHANAN","019","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,819","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHEAST","30","CHICKASAW","037","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,461","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHEAST","30","CLAYTON","043","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","7,648","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHEAST","30","DELAWARE","055","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,164","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHEAST","30","DUBUQUE","061","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,692","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHEAST","30","FAYETTE","065","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,138","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHEAST","30","HOWARD","089","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,461","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHEAST","30","WINNESHIEK","191","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,233","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHWEST","10","BUENA VISTA","021","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","11,332","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHWEST","10","CHEROKEE","035","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","11,186","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHWEST","10","CLAY","041","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,321","2.9"
"CENSUS","2022","END OF DEC","","COUNTY","IOWA","19","NORTHWEST","10","DICKINSON","059","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","10,588","2.9"
